Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,16.07538648,14.05018699,16.10315432,16.45192194,10.12463992,8.777397467,13.97843963,14.53397766,18.30802704,21.60946805,32.32991359,35.26701285,33.7872651,35.12786952,44.71596744,34.48376093,38.18392206,32.4136207,43.05312579,43.485131,43.46080539,52.80461895,68.77870814,80.46726294,97.48012893,98.56679838,78.18346421,60.48636629,68.23720101,69.88804048,72.05780581,89.22162939,89.00691593,41.48764029,60.46617215,61.39853777,45.77323752,55.53101525,63.04009684,55.9701516,,64.72871896,75.14163179,,,
Ecuador,ECU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.50060219,7.968241771,7.177388659,5.560738083,2.657127797,4.075783407,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.98631393,106.74042,52.80618481,48.26235258,38.50220435,20.69884967,21.18387288,21.35571392,22.93841155,16.58917793,10.00907928,19.77578799,16.74229862,14.5789829,
Euro area,EMU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,12.70136843,11.04761822,9.88553055,11.65921672,9.454014478,7.986391682,7.558449798,7.624741484,9.680625609,10.47423712,19.99208061,23.23242033,19.36115659,22.32352039,31.56075779,22.94263127,25.24068787,20.42008686,27.73016631,29.42277041,29.27536368,35.5208861,47.56110348,64.2642674,79.783631,84.22460215,66.54889401,49.06505676,56.47162415,58.97786718,59.75406754,76.8969834,80.41052982,36.40289766,58.06767056,58.08855214,45.32984331,55.41923578,66.43999869,59.12220173,64.96226064,63.86090252,77.59765636,54.69703305,,
Eritrea,ERI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,28.92554853,20.25193683,,11.17116749,8.1029923,7.116473813,8.22349166,5.698124979,6.352965587,7.688580008,10.79086022,19.46755162,22.30297108,24.16628054,29.57202245,20.77107359,25.61115093,18.42148504,22.6001364,29.21128059,31.00679027,37.5089136,49.21100056,64.94719078,67.89108456,84.4761604,74.63941364,65.43281816,80.20427462,88.15281836,83.23266494,105.0479801,122.2604393,58.35206706,96.56410928,82.46686909,69.71913015,75.11121371,82.41778215,72.50726214,65.86725775,57.18407929,67.71829071,50.97365671,57.18933448,
Estonia,EST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,11.98007213,10.50821216,9.755189477,11.45840909,9.347697906,8.04244822,7.965717284,8.129577675,10.88117786,11.28793794,20.83176479,24.12079254,20.33254674,23.74003624,32.97072104,23.74420621,25.97983235,20.79811657,28.27923053,30.1711223,29.86291052,36.60674672,48.51283784,62.97328913,78.584696,82.34163229,64.70803236,47.63602051,55.34125177,57.03782343,57.56301214,74.05472266,77.56977355,34.66800814,55.66393792,55.83025726,43.32490745,54.03253943,64.41223336,57.08480098,62.48594755,61.58863264,74.81076467,52.59157283,,
Fragile and conflict affected situations,FCS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,5.226375675,8.109562456,,10.47833473,15.90056229,21.81904488,28.01162911,25.87080782,16.06445545,11.11291492,10.62252945,26.36870867,37.00921691,32.89186296,46.43660294,58.1538401,115.51328,258.3920407,233.5870024,147.1599178,99.35158288,99.42664687,93.2265694,,,,,,,,,,,,,,,,
Fiji,FJI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,9.78292718,7.359218081,6.807208481,8.956316762,8.999722832,7.787965474,6.194030308,5.068743151,6.812248535,7.736850372,14.29950044,19.90241152,16.65413142,21.87694036,32.9840584,24.55816859,28.22028198,23.35839884,34.47117993,32.46243756,31.22510757,36.4903401,46.41831859,65.54596313,100.6903324,106.1945491,85.33909131,64.7141602,73.67234316,73.69089994,80.07341687,104.72951,103.1283888,50.4528338,72.34291202,72.33438594,54.3074199,67.37356416,81.85775829,73.13375081,85.64968201,87.36532065,105.9404457,84.86605773,,
Faroe Islands,FRO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,35.49184461,29.96227382,43.89182534,38.53361395,6.855621075,6.367971638,35.0545659,38.10341185,46.12513352,51.22643324,72.24322252,78.62569522,91.21654555,78.17925153,87.85564671,77.74164721,86.62235688,80.94560981,108.3753168,100.249025,99.13177312,120.9041829,132.6582626,139.2370391,175.6310461,155.4448977,131.0474529,104.0191385,118.158783,116.5083909,120.4634857,139.3407212,124.0441088,63.91945409,,,,,,,,,,,,
Georgia,GEO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.046509646,34.88619404,25.80455513,23.91627479,16.39093627,18.54051295,11.91809444,10.03406684,5.268198378,5.675985428,8.385297554,5.404572482,5.68412968,3.723725347,9.698725656,9.970872742,9.342652314,9.155092167,7.876770479,,,,,,,,,
Gibraltar,GIB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.23011068,43.59425805,52.81369586,52.07091859,58.56767369,73.42957035,83.19074923,25.44710144,34.13100422,22.57685197,11.73702072,18.26695495,34.43406461,23.26893976,21.40459343,19.03625849,24.85655075,17.59014265,25.56744054,
Grenada,GRD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,31.51263607,29.11312736,32.4668688,38.73702771,36.39139391,49.44920228,55.58548667,58.24435361,63.06605437,72.80561775,53.5791104,59.65912716,52.61681851,64.53004286,63.70827102,67.33330454,76.84197057,87.99337095,103.8912924,122.9876222,111.3249792,96.99250954,78.55903666,93.26811837,98.98101519,103.7142083,118.6094017,118.8446779,62.124389,92.02345892,99.6195289,80.92124223,94.02488123,113.8652603,115.3076334,116.0724798,119.9486043,139.2080499,118.5481419,,
"Hong Kong SAR, China",HKG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,80.61327594,90.86422359,66.97639487,70.60111821,98.64389837,135.17298,125.520612,67.16154438,65.39642982,70.4762,96.90188457,131.084655,106.8174103,124.6201213,112.7562492,108.3942839,137.0069924,164.9369346,319.925309,198.4417368,209.9544868,281.2587971,233.051079,203.4308338,366.8736065,363.141147,298.7386283,278.3631301,442.7917181,509.4406253,581.0424864,886.1146768,1254.465315,605.9697276,1076.935958,1185.857008,908.6162847,1078.304795,1124.705202,1109.256064,1029.425587,995.2808403,1274.897888,1055.927219,1338.480594,
Honduras,HND,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.979808151,12.57547081,17.7444228,11.4995206,10.72137374,12.66609794,13.49237215,30.24263994,17.66026996,26.34644048,28.46245429,57.48817455,116.6825569,38.59285213,42.47742847,42.79721758,36.17776117,,37.0063293,34.76035215,37.17793545,39.11239115,41.15141454,33.62603585,37.1729776,
Haiti,HTI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.21178472,19.53401941,27.50850815,28.83288789,36.28264873,33.00489369,11.67689323,22.97075415,21.12959272,13.30382416,16.19943968,14.6204484,10.32541641,14.20299263,17.68787032,22.29788001,18.32660007,20.4305838,
IBRD only,IBD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82709035,39.65058669,41.19281749,55.58205527,95.38568085,35.94351458,66.62181906,66.29910847,45.71296227,49.88872786,46.63937644,51.86364667,58.86798056,58.5030972,65.54636183,49.55197765,59.94484147,
IDA & IBRD total,IBT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4773932,39.07702434,40.21320979,53.76402436,92.48091882,35.01957532,64.6725733,64.58961329,44.62864328,48.87361395,45.80603147,50.7705552,57.52045599,57.16623116,64.50647873,48.77595065,59.0133746,
IDA total,IDA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.82414263,20.60283933,17.69378845,22.080116,20.288194,13.68247508,9.60343618,,,7.415579298,,26.18694489,25.04233597,23.76634,38.53242118,16.84795096,18.20248262,19.17387891,13.80272769,14.60728883,18.48345476,16.75992534,15.16641585,17.8041025,,,,
Indonesia,IDN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.94131089,40.0216424,13.46472993,23.13136704,45.74575134,16.24793089,14.33362262,15.36689466,23.28171674,28.52029714,28.48445573,38.09588394,48.97842945,19.35614609,39.83495235,47.7275708,43.68649336,46.65394903,37.99064551,47.38662528,41.03725644,45.68924907,51.26792744,46.70380867,46.75895022,
IDA only,IDX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.92614089,54.69251531,67.41664404,87.09066395,149.5066592,53.98341437,97.36443059,97.38688262,55.24712301,69.1239511,61.33572746,76.41992622,72.07765218,68.27095468,87.89228467,76.79159638,75.81472502,
Not classified,INX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.04236158,77.34777185,69.68459932,82.0030286,68.99497391,46.84451625,51.78229326,58.84614555,53.90346342,70.34947026,53.3144474,17.99378587,25.93604103,27.17472325,45.64454118,48.43973773,71.31724501,55.50539082,43.9138705,39.87331017,43.66107681,28.78540642,,
"Iran, Islamic Rep.",IRN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,3.669657448,4.555119475,4.732883614,6.412980095,,,,,,,,,,,,,,,2.018711731,3.901646701,9.501943134,14.13943858,13.32633557,13.51439712,19.17200452,24.35007222,5.817554147,9.143156214,17.9388548,22.41614936,16.09179771,13.63677372,12.54281729,11.81383377,14.21324754,17.79789742,18.43941489,15.19461383,75.12095944,26.95677019,23.23099006,26.65232417,24.39337019,,,
Iraq,IRQ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,11.80399069,19.89864491,27.24925858,57.17946697,16.39071908,20.98770138,27.74050486,28.98823291,29.56235705,10.8188568,16.48979213,14.02093083,21.15959213,39.27956043,66.90808314,37.90997554,36.36876983,32.51966406,40.39326263,35.2647167,55.72556955,50.4317557,44.09418424,34.78379976,55.26603265,67.80188305,86.00215218,104.9972133,131.3463599,49.83982683,90.97005058,97.27274183,60.02197949,62.93467123,69.4723944,64.77774616,81.35190315,67.08989083,65.40595376,50.58620667,60.07895758,
Italy,ITA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.16505836,67.17462059,45.19807166,37.5439363,39.05874288,43.78609205,42.9643297,52.69746003,48.52455564,21.76402667,,,,,,,,,,,,
Jamaica,JAM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.22800062,33.53118241,21.26630968,26.39237242,27.35747837,24.34379242,28.52936464,39.51631134,51.4108904,62.27485335,,,,,,,,29.38113753,34.67621688,,,,,,,,95.80375449,
Jordan,JOR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.3730932,161.1079436,131.7655461,115.1833616,92.95040961,85.96293255,75.63342396,70.34234843,66.90352618,62.69396724,58.87787263,53.84641788,48.09014392,
Japan,JPN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,27.18843653,30.86194491,2.984485477,3.373889037,27.40479419,34.30591658,34.28604706,36.79141092,43.90234879,48.87902007,67.78664937,85.79506818,107.6421364,123.353645,139.4599746,93.47922715,83.85449627,57.68621165,65.24932244,73.20491295,65.06204514,62.47234819,47.23661462,60.49703373,97.66048031,64.59762823,52.62006763,50.28531346,66.42657291,73.88503528,96.16206433,101.847343,95.9173454,61.84716836,63.19709827,67.15277742,54.00583973,56.08112202,88.11905484,90.2602291,111.5148947,100.665541,127.8610762,106.9024789,121.8290841,
Kazakhstan,KAZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.651462491,5.997042063,4.384541938,5.519599517,5.233840525,7.867690298,9.134946807,18.43134323,53.93364805,39.46356191,17.43969487,24.22139822,18.01635106,11.70000445,11.31863557,11.08384628,10.37571102,18.9230309,29.25532215,27.31214972,20.63413129,22.5574141,
Kenya,KEN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4829421,42.62224451,22.30198189,14.93475961,13.82320278,14.8188603,,9.880792722,8.049433253,10.8862023,28.06370591,24.17451699,34.06993723,44.0573428,41.7564882,30.23834416,29.62277712,36.15209515,24.31889151,,,,,,,,26.24158065,
Kyrgyz Republic,KGZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,8.053128574,5.854494229,5.791959295,5.625043095,4.998612076,6.381258272,7.286375667,11.9175719,22.32750832,47.27087054,56.89515259,38.92508844,29.17478562,30.28226398,35.547726,41.36559802,32.11437914,22.80049184,7.350772443,29.8940943,61.5316061,29.72384854,42.71286847,39.9694438,46.88333488,54.00139638,76.80071529,79.22435276,95.7353611,44.95179454,88.41612826,95.44121919,79.48624343,92.2554737,90.06075817,81.70481531,83.99660478,83.62985712,109.1056282,82.16516949,,
Kuwait,KWT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.85655716,40.06964797,47.69994188,60.11855853,97.69645264,87.76131284,66.45803863,51.60019464,64.87567773,82.49146556,127.3099479,122.6527177,128.3688347,105.4301686,,,,,,,,,,,,,,
